Grupo;Produto;Ano;Valor
DERIVADOS;Compostos;2007;0
DERIVADOS;Compostos;2008;0
DERIVADOS;Compostos;2009;0
DERIVADOS;Compostos;2010;0
DERIVADOS;Compostos;2011;0
DERIVADOS;Compostos;2012;7600
DERIVADOS;Compostos;2013;0
DERIVADOS;Compostos;2014;0
DERIVADOS;Compostos;2015;0
DERIVADOS;Compostos;2016;0
DERIVADOS;Compostos;2017;0
DERIVADOS;Compostos;2018;0
DERIVADOS;Compostos;2019;0
DERIVADOS;Compostos;2020;0
DERIVADOS;Compostos;2021;0
DERIVADOS;Jeropiga;1970;0
DERIVADOS;Jeropiga;1971;0
DERIVADOS;Jeropiga;1972;0
DERIVADOS;Jeropiga;1973;0
DERIVADOS;Jeropiga;1974;0
DERIVADOS;Jeropiga;1975;0
DERIVADOS;Jeropiga;1976;107500
DERIVADOS;Jeropiga;1977;12500
DERIVADOS;Jeropiga;1978;60000
DERIVADOS;Jeropiga;1979;20000
DERIVADOS;Jeropiga;1980;0
DERIVADOS;Jeropiga;1981;0
DERIVADOS;Jeropiga;1982;0
DERIVADOS;Jeropiga;1983;0
DERIVADOS;Jeropiga;1984;0
DERIVADOS;Jeropiga;1985;234500
DERIVADOS;Jeropiga;1986;173000
DERIVADOS;Jeropiga;1987;122000
DERIVADOS;Jeropiga;1988;61000
DERIVADOS;Jeropiga;1989;42000
DERIVADOS;Jeropiga;1990;0
DERIVADOS;Jeropiga;1991;0
DERIVADOS;Jeropiga;1992;60000
DERIVADOS;Jeropiga;1993;0
DERIVADOS;Jeropiga;1994;0
DERIVADOS;Jeropiga;1995;0
DERIVADOS;Jeropiga;1996;0
DERIVADOS;Jeropiga;1997;0
DERIVADOS;Jeropiga;1998;0
DERIVADOS;Jeropiga;1999;0
DERIVADOS;Jeropiga;2000;0
DERIVADOS;Jeropiga;2001;0
DERIVADOS;Jeropiga;2002;0
DERIVADOS;Jeropiga;2003;0
DERIVADOS;Jeropiga;2004;0
DERIVADOS;Jeropiga;2005;0
DERIVADOS;Jeropiga;2006;0
DERIVADOS;Jeropiga;2007;0
DERIVADOS;Jeropiga;2008;0
DERIVADOS;Jeropiga;2009;0
DERIVADOS;Jeropiga;2010;69000
DERIVADOS;Jeropiga;2011;0
DERIVADOS;Jeropiga;2012;0
DERIVADOS;Jeropiga;2013;0
DERIVADOS;Jeropiga;2014;0
DERIVADOS;Jeropiga;2015;0
DERIVADOS;Jeropiga;2016;0
DERIVADOS;Jeropiga;2017;0
DERIVADOS;Jeropiga;2018;0
DERIVADOS;Jeropiga;2019;0
DERIVADOS;Jeropiga;2020;2000
DERIVADOS;Jeropiga;2021;3540
DERIVADOS;Filtrado;1970;0
DERIVADOS;Filtrado;1971;0
DERIVADOS;Filtrado;1972;0
DERIVADOS;Filtrado;1973;0
DERIVADOS;Filtrado;1974;0
DERIVADOS;Filtrado;1975;0
DERIVADOS;Filtrado;1976;0
DERIVADOS;Filtrado;1977;0
DERIVADOS;Filtrado;1978;0
DERIVADOS;Filtrado;1979;0
DERIVADOS;Filtrado;1980;0
DERIVADOS;Filtrado;1981;0
DERIVADOS;Filtrado;1982;0
DERIVADOS;Filtrado;1983;0
DERIVADOS;Filtrado;1984;0
DERIVADOS;Filtrado;1985;0
DERIVADOS;Filtrado;1986;0
DERIVADOS;Filtrado;1987;0
DERIVADOS;Filtrado;1988;88000
DERIVADOS;Filtrado;1989;39000
DERIVADOS;Filtrado;1990;11000
DERIVADOS;Filtrado;1991;18000
DERIVADOS;Filtrado;1992;11000
DERIVADOS;Filtrado;1993;0
DERIVADOS;Filtrado;1994;0
DERIVADOS;Filtrado;1995;0
DERIVADOS;Filtrado;1996;0
DERIVADOS;Filtrado;1997;0
DERIVADOS;Filtrado;1998;0
DERIVADOS;Filtrado;1999;0
DERIVADOS;Filtrado;2000;0
DERIVADOS;Filtrado;2001;0
DERIVADOS;Filtrado;2002;0
DERIVADOS;Filtrado;2003;0
DERIVADOS;Filtrado;2004;0
DERIVADOS;Filtrado;2005;0
DERIVADOS;Filtrado;2006;0
DERIVADOS;Filtrado;2007;0
DERIVADOS;Filtrado;2008;0
DERIVADOS;Filtrado;2009;0
DERIVADOS;Filtrado;2010;0
DERIVADOS;Filtrado;2011;0
DERIVADOS;Filtrado;2012;0
DERIVADOS;Filtrado;2013;0
DERIVADOS;Filtrado;2014;0
DERIVADOS;Filtrado;2015;0
DERIVADOS;Filtrado;2016;0
DERIVADOS;Filtrado;2017;0
DERIVADOS;Filtrado;2018;0
DERIVADOS;Filtrado;2019;0
DERIVADOS;Filtrado;2020;0
DERIVADOS;Filtrado;2021;0
DERIVADOS;Frisante;1970;0
DERIVADOS;Frisante;1971;0
DERIVADOS;Frisante;1972;0
DERIVADOS;Frisante;1973;0
DERIVADOS;Frisante;1974;0
DERIVADOS;Frisante;1975;0
DERIVADOS;Frisante;1976;0
DERIVADOS;Frisante;1977;0
DERIVADOS;Frisante;1978;0
DERIVADOS;Frisante;1979;0
DERIVADOS;Frisante;1980;0
DERIVADOS;Frisante;1981;0
DERIVADOS;Frisante;1982;0
DERIVADOS;Frisante;1983;0
DERIVADOS;Frisante;1984;0
DERIVADOS;Frisante;1985;0
DERIVADOS;Frisante;1986;0
DERIVADOS;Frisante;1987;0
DERIVADOS;Frisante;1988;0
DERIVADOS;Frisante;1989;0
DERIVADOS;Frisante;1990;0
DERIVADOS;Frisante;1991;0
DERIVADOS;Frisante;1992;0
DERIVADOS;Frisante;1993;0
DERIVADOS;Frisante;1994;0
DERIVADOS;Frisante;1995;0
DERIVADOS;Frisante;1996;0
DERIVADOS;Frisante;1997;0
DERIVADOS;Frisante;1998;0
DERIVADOS;Frisante;1999;0
DERIVADOS;Frisante;2000;0
DERIVADOS;Frisante;2001;0
DERIVADOS;Frisante;2002;0
DERIVADOS;Frisante;2003;0
DERIVADOS;Frisante;2004;0
DERIVADOS;Frisante;2005;0
DERIVADOS;Frisante;2006;0
DERIVADOS;Frisante;2007;0
DERIVADOS;Frisante;2008;0
DERIVADOS;Frisante;2009;0
DERIVADOS;Frisante;2010;831000
DERIVADOS;Frisante;2011;1003800
DERIVADOS;Frisante;2012;778500
DERIVADOS;Frisante;2013;1009000
DERIVADOS;Frisante;2014;26069
DERIVADOS;Frisante;2015;0
DERIVADOS;Frisante;2016;0
DERIVADOS;Frisante;2017;0
DERIVADOS;Frisante;2018;0
DERIVADOS;Frisante;2019;0
DERIVADOS;Frisante;2020;0
DERIVADOS;Frisante;2021;1390
DERIVADOS;Vinho leve;1970;0
DERIVADOS;Vinho leve;1971;0
DERIVADOS;Vinho leve;1972;0
DERIVADOS;Vinho leve;1973;0
DERIVADOS;Vinho leve;1974;0
DERIVADOS;Vinho leve;1975;0
DERIVADOS;Vinho leve;1976;0
DERIVADOS;Vinho leve;1977;0
DERIVADOS;Vinho leve;1978;0
DERIVADOS;Vinho leve;1979;0
DERIVADOS;Vinho leve;1980;0
DERIVADOS;Vinho leve;1981;0
DERIVADOS;Vinho leve;1982;0
DERIVADOS;Vinho leve;1983;0
DERIVADOS;Vinho leve;1984;0
DERIVADOS;Vinho leve;1985;0
DERIVADOS;Vinho leve;1986;0
DERIVADOS;Vinho leve;1987;0
DERIVADOS;Vinho leve;1988;0
DERIVADOS;Vinho leve;1989;249000
DERIVADOS;Vinho leve;1990;264000
DERIVADOS;Vinho leve;1991;192800
DERIVADOS;Vinho leve;1992;144500
DERIVADOS;Vinho leve;1993;0
DERIVADOS;Vinho leve;1994;0
DERIVADOS;Vinho leve;1995;0
DERIVADOS;Vinho leve;1996;0
DERIVADOS;Vinho leve;1997;0
DERIVADOS;Vinho leve;1998;0
DERIVADOS;Vinho leve;1999;0
DERIVADOS;Vinho leve;2000;0
DERIVADOS;Vinho leve;2001;0
DERIVADOS;Vinho leve;2002;0
DERIVADOS;Vinho leve;2003;11000
DERIVADOS;Vinho leve;2004;6000
DERIVADOS;Vinho leve;2005;16500
DERIVADOS;Vinho leve;2006;0
DERIVADOS;Vinho leve;2007;0
DERIVADOS;Vinho leve;2008;0
DERIVADOS;Vinho leve;2009;0
DERIVADOS;Vinho leve;2010;0
DERIVADOS;Vinho leve;2011;0
DERIVADOS;Vinho leve;2012;0
DERIVADOS;Vinho leve;2013;0
DERIVADOS;Vinho leve;2014;0
DERIVADOS;Vinho leve;2015;0
DERIVADOS;Vinho leve;2016;0
DERIVADOS;Vinho leve;2017;0
DERIVADOS;Vinho leve;2018;8000
DERIVADOS;Vinho leve;2019;0
DERIVADOS;Vinho leve;2020;0
DERIVADOS;Vinho leve;2021;0
DERIVADOS;Vinho licoroso;1970;0
DERIVADOS;Vinho licoroso;1971;0
DERIVADOS;Vinho licoroso;1972;0
DERIVADOS;Vinho licoroso;1973;0
DERIVADOS;Vinho licoroso;1974;0
DERIVADOS;Vinho licoroso;1975;0
DERIVADOS;Vinho licoroso;1976;0
DERIVADOS;Vinho licoroso;1977;0
DERIVADOS;Vinho licoroso;1978;0
DERIVADOS;Vinho licoroso;1979;0
DERIVADOS;Vinho licoroso;1980;0
DERIVADOS;Vinho licoroso;1981;0
DERIVADOS;Vinho licoroso;1982;0
DERIVADOS;Vinho licoroso;1983;0
DERIVADOS;Vinho licoroso;1984;0
DERIVADOS;Vinho licoroso;1985;0
DERIVADOS;Vinho licoroso;1986;0
DERIVADOS;Vinho licoroso;1987;0
DERIVADOS;Vinho licoroso;1988;0
DERIVADOS;Vinho licoroso;1989;0
DERIVADOS;Vinho licoroso;1990;0
DERIVADOS;Vinho licoroso;1991;0
DERIVADOS;Vinho licoroso;1992;0
DERIVADOS;Vinho licoroso;1993;0
DERIVADOS;Vinho licoroso;1994;0
DERIVADOS;Vinho licoroso;1995;0
DERIVADOS;Vinho licoroso;1996;0
DERIVADOS;Vinho licoroso;1997;0
DERIVADOS;Vinho licoroso;1998;0
DERIVADOS;Vinho licoroso;1999;0
DERIVADOS;Vinho licoroso;2000;0
DERIVADOS;Vinho licoroso;2001;0
DERIVADOS;Vinho licoroso;2002;0
DERIVADOS;Vinho licoroso;2003;0
DERIVADOS;Vinho licoroso;2004;77800
DERIVADOS;Vinho licoroso;2005;125700
DERIVADOS;Vinho licoroso;2006;28500
DERIVADOS;Vinho licoroso;2007;27926
DERIVADOS;Vinho licoroso;2008;65650
DERIVADOS;Vinho licoroso;2009;0
DERIVADOS;Vinho licoroso;2010;15000
DERIVADOS;Vinho licoroso;2011;0
DERIVADOS;Vinho licoroso;2012;0
DERIVADOS;Vinho licoroso;2013;100
DERIVADOS;Vinho licoroso;2014;36000
DERIVADOS;Vinho licoroso;2015;56000
DERIVADOS;Vinho licoroso;2016;24200
DERIVADOS;Vinho licoroso;2017;110820
DERIVADOS;Vinho licoroso;2018;124303
DERIVADOS;Vinho licoroso;2019;99485
DERIVADOS;Vinho licoroso;2020;48678
DERIVADOS;Vinho licoroso;2021;30000
DERIVADOS;Brandy;1970;0
DERIVADOS;Brandy;1971;0
DERIVADOS;Brandy;1972;0
DERIVADOS;Brandy;1973;0
DERIVADOS;Brandy;1974;0
DERIVADOS;Brandy;1975;0
DERIVADOS;Brandy;1976;0
DERIVADOS;Brandy;1977;0
DERIVADOS;Brandy;1978;0
DERIVADOS;Brandy;1979;0
DERIVADOS;Brandy;1980;0
DERIVADOS;Brandy;1981;0
DERIVADOS;Brandy;1982;0
DERIVADOS;Brandy;1983;0
DERIVADOS;Brandy;1984;0
DERIVADOS;Brandy;1985;13000
DERIVADOS;Brandy;1986;0
DERIVADOS;Brandy;1987;0
DERIVADOS;Brandy;1988;5216
DERIVADOS;Brandy;1989;6500
DERIVADOS;Brandy;1990;0
DERIVADOS;Brandy;1991;0
DERIVADOS;Brandy;1992;0
DERIVADOS;Brandy;1993;0
DERIVADOS;Brandy;1994;0
DERIVADOS;Brandy;1995;0
DERIVADOS;Brandy;1996;0
DERIVADOS;Brandy;1997;0
DERIVADOS;Brandy;1998;0
DERIVADOS;Brandy;1999;0
DERIVADOS;Brandy;2000;0
DERIVADOS;Brandy;2001;0
DERIVADOS;Brandy;2002;0
DERIVADOS;Brandy;2003;0
DERIVADOS;Brandy;2004;0
DERIVADOS;Brandy;2005;0
DERIVADOS;Brandy;2006;0
DERIVADOS;Brandy;2007;0
DERIVADOS;Brandy;2008;0
DERIVADOS;Brandy;2009;0
DERIVADOS;Brandy;2010;0
DERIVADOS;Brandy;2011;0
DERIVADOS;Brandy;2012;0
DERIVADOS;Brandy;2013;0
DERIVADOS;Brandy;2014;0
DERIVADOS;Brandy;2015;0
DERIVADOS;Brandy;2016;0
DERIVADOS;Brandy;2017;0
DERIVADOS;Brandy;2018;0
DERIVADOS;Brandy;2019;0
DERIVADOS;Brandy;2020;0
DERIVADOS;Brandy;2021;120
DERIVADOS;Destilado;1970;830030
DERIVADOS;Destilado;1971;0
DERIVADOS;Destilado;1972;0
DERIVADOS;Destilado;1973;0
DERIVADOS;Destilado;1974;0
DERIVADOS;Destilado;1975;0
DERIVADOS;Destilado;1976;0
DERIVADOS;Destilado;1977;0
DERIVADOS;Destilado;1978;0
DERIVADOS;Destilado;1979;0
DERIVADOS;Destilado;1980;0
DERIVADOS;Destilado;1981;0
DERIVADOS;Destilado;1982;0
DERIVADOS;Destilado;1983;0
DERIVADOS;Destilado;1984;0
DERIVADOS;Destilado;1985;342650
DERIVADOS;Destilado;1986;222230
DERIVADOS;Destilado;1987;472576
DERIVADOS;Destilado;1988;287220
DERIVADOS;Destilado;1989;176800
DERIVADOS;Destilado;1990;0
DERIVADOS;Destilado;1991;0
DERIVADOS;Destilado;1992;0
DERIVADOS;Destilado;1993;0
DERIVADOS;Destilado;1994;0
DERIVADOS;Destilado;1995;0
DERIVADOS;Destilado;1996;0
DERIVADOS;Destilado;1997;0
DERIVADOS;Destilado;1998;0
DERIVADOS;Destilado;1999;7350
DERIVADOS;Destilado;2000;1960
DERIVADOS;Destilado;2001;0
DERIVADOS;Destilado;2002;0
DERIVADOS;Destilado;2003;0
DERIVADOS;Destilado;2004;1000
DERIVADOS;Destilado;2005;0
DERIVADOS;Destilado;2006;0
DERIVADOS;Destilado;2007;0
DERIVADOS;Destilado;2008;0
DERIVADOS;Destilado;2009;0
DERIVADOS;Destilado;2010;0
DERIVADOS;Destilado;2011;0
DERIVADOS;Destilado;2012;0
DERIVADOS;Destilado;2013;0
DERIVADOS;Destilado;2014;0
DERIVADOS;Destilado;2015;0
DERIVADOS;Destilado;2016;0
DERIVADOS;Destilado;2017;0
DERIVADOS;Destilado;2018;680
DERIVADOS;Destilado;2019;0
DERIVADOS;Destilado;2020;0
DERIVADOS;Destilado;2021;0
DERIVADOS;Bagaceira;1970;961290
DERIVADOS;Bagaceira;1971;913200
DERIVADOS;Bagaceira;1972;755350
DERIVADOS;Bagaceira;1973;661270
DERIVADOS;Bagaceira;1974;424620
DERIVADOS;Bagaceira;1975;576098
DERIVADOS;Bagaceira;1976;705912
DERIVADOS;Bagaceira;1977;828000
DERIVADOS;Bagaceira;1978;698200
DERIVADOS;Bagaceira;1979;938090
DERIVADOS;Bagaceira;1980;0
DERIVADOS;Bagaceira;1981;0
DERIVADOS;Bagaceira;1982;0
DERIVADOS;Bagaceira;1983;0
DERIVADOS;Bagaceira;1984;0
DERIVADOS;Bagaceira;1985;299500
DERIVADOS;Bagaceira;1986;156100
DERIVADOS;Bagaceira;1987;325600
DERIVADOS;Bagaceira;1988;29000
DERIVADOS;Bagaceira;1989;52000
DERIVADOS;Bagaceira;1990;55000
DERIVADOS;Bagaceira;1991;15000
DERIVADOS;Bagaceira;1992;10000
DERIVADOS;Bagaceira;1993;0
DERIVADOS;Bagaceira;1994;0
DERIVADOS;Bagaceira;1995;0
DERIVADOS;Bagaceira;1996;0
DERIVADOS;Bagaceira;1997;0
DERIVADOS;Bagaceira;1998;0
DERIVADOS;Bagaceira;1999;0
DERIVADOS;Bagaceira;2000;12700
DERIVADOS;Bagaceira;2001;10350
DERIVADOS;Bagaceira;2002;0
DERIVADOS;Bagaceira;2003;26800
DERIVADOS;Bagaceira;2004;66082
DERIVADOS;Bagaceira;2005;32050
DERIVADOS;Bagaceira;2006;24250
DERIVADOS;Bagaceira;2007;48500
DERIVADOS;Bagaceira;2008;8500
DERIVADOS;Bagaceira;2009;6500
DERIVADOS;Bagaceira;2010;0
DERIVADOS;Bagaceira;2011;0
DERIVADOS;Bagaceira;2012;0
DERIVADOS;Bagaceira;2013;0
DERIVADOS;Bagaceira;2014;0
DERIVADOS;Bagaceira;2015;1350
DERIVADOS;Bagaceira;2016;1000
DERIVADOS;Bagaceira;2017;900
DERIVADOS;Bagaceira;2018;2100
DERIVADOS;Bagaceira;2019;10495
DERIVADOS;Bagaceira;2020;0
DERIVADOS;Bagaceira;2021;12060
DERIVADOS;Licor de bagaceira;1970;0
DERIVADOS;Licor de bagaceira;1971;0
DERIVADOS;Licor de bagaceira;1972;0
DERIVADOS;Licor de bagaceira;1973;0
DERIVADOS;Licor de bagaceira;1974;0
DERIVADOS;Licor de bagaceira;1975;0
DERIVADOS;Licor de bagaceira;1976;0
DERIVADOS;Licor de bagaceira;1977;0
DERIVADOS;Licor de bagaceira;1978;0
DERIVADOS;Licor de bagaceira;1979;0
DERIVADOS;Licor de bagaceira;1980;0
DERIVADOS;Licor de bagaceira;1981;0
DERIVADOS;Licor de bagaceira;1982;0
DERIVADOS;Licor de bagaceira;1983;0
DERIVADOS;Licor de bagaceira;1984;0
DERIVADOS;Licor de bagaceira;1985;0
DERIVADOS;Licor de bagaceira;1986;0
DERIVADOS;Licor de bagaceira;1987;0
DERIVADOS;Licor de bagaceira;1988;0
DERIVADOS;Licor de bagaceira;1989;0
DERIVADOS;Licor de bagaceira;1990;0
DERIVADOS;Licor de bagaceira;1991;0
DERIVADOS;Licor de bagaceira;1992;0
DERIVADOS;Licor de bagaceira;1993;0
DERIVADOS;Licor de bagaceira;1994;0
DERIVADOS;Licor de bagaceira;1995;0
DERIVADOS;Licor de bagaceira;1996;0
DERIVADOS;Licor de bagaceira;1997;0
DERIVADOS;Licor de bagaceira;1998;0
DERIVADOS;Licor de bagaceira;1999;0
DERIVADOS;Licor de bagaceira;2000;0
DERIVADOS;Licor de bagaceira;2001;0
DERIVADOS;Licor de bagaceira;2002;0
DERIVADOS;Licor de bagaceira;2003;0
DERIVADOS;Licor de bagaceira;2004;0
DERIVADOS;Licor de bagaceira;2005;0
DERIVADOS;Licor de bagaceira;2006;0
DERIVADOS;Licor de bagaceira;2007;0
DERIVADOS;Licor de bagaceira;2008;0
DERIVADOS;Licor de bagaceira;2009;0
DERIVADOS;Licor de bagaceira;2010;0
DERIVADOS;Licor de bagaceira;2011;0
DERIVADOS;Licor de bagaceira;2012;0
DERIVADOS;Licor de bagaceira;2013;0
DERIVADOS;Licor de bagaceira;2014;0
DERIVADOS;Licor de bagaceira;2015;0
DERIVADOS;Licor de bagaceira;2016;0
DERIVADOS;Licor de bagaceira;2017;0
DERIVADOS;Licor de bagaceira;2018;0
DERIVADOS;Licor de bagaceira;2019;1507
DERIVADOS;Licor de bagaceira;2020;5800
DERIVADOS;Licor de bagaceira;2021;0
DERIVADOS;Vinagre;1970;0
DERIVADOS;Vinagre;1971;21500
DERIVADOS;Vinagre;1972;8200
DERIVADOS;Vinagre;1973;0
DERIVADOS;Vinagre;1974;35300
DERIVADOS;Vinagre;1975;0
DERIVADOS;Vinagre;1976;288000
DERIVADOS;Vinagre;1977;0
DERIVADOS;Vinagre;1978;0
DERIVADOS;Vinagre;1979;0
DERIVADOS;Vinagre;1980;0
DERIVADOS;Vinagre;1981;0
DERIVADOS;Vinagre;1982;0
DERIVADOS;Vinagre;1983;0
DERIVADOS;Vinagre;1984;0
DERIVADOS;Vinagre;1985;104707
DERIVADOS;Vinagre;1986;0
DERIVADOS;Vinagre;1987;0
DERIVADOS;Vinagre;1988;0
DERIVADOS;Vinagre;1989;0
DERIVADOS;Vinagre;1990;0
DERIVADOS;Vinagre;1991;0
DERIVADOS;Vinagre;1992;45000
DERIVADOS;Vinagre;1993;0
DERIVADOS;Vinagre;1994;0
DERIVADOS;Vinagre;1995;0
DERIVADOS;Vinagre;1996;0
DERIVADOS;Vinagre;1997;0
DERIVADOS;Vinagre;1998;0
DERIVADOS;Vinagre;1999;0
DERIVADOS;Vinagre;2000;0
DERIVADOS;Vinagre;2001;0
DERIVADOS;Vinagre;2002;0
DERIVADOS;Vinagre;2003;0
DERIVADOS;Vinagre;2004;0
DERIVADOS;Vinagre;2005;0
DERIVADOS;Vinagre;2006;0
DERIVADOS;Vinagre;2007;0
DERIVADOS;Vinagre;2008;0
DERIVADOS;Vinagre;2009;0
DERIVADOS;Vinagre;2010;5817
DERIVADOS;Vinagre;2011;0
DERIVADOS;Vinagre;2012;0
DERIVADOS;Vinagre;2013;0
DERIVADOS;Vinagre;2014;53776
DERIVADOS;Vinagre;2015;25800
DERIVADOS;Vinagre;2016;5000
DERIVADOS;Vinagre;2017;25319
DERIVADOS;Vinagre;2018;25367
DERIVADOS;Vinagre;2019;76096
DERIVADOS;Vinagre;2020;10000
DERIVADOS;Vinagre;2021;7500
DERIVADOS;Borra líquida;1970;3847673
DERIVADOS;Borra líquida;1971;3565644
DERIVADOS;Borra líquida;1972;3015037
DERIVADOS;Borra líquida;1973;3559922
DERIVADOS;Borra líquida;1974;5136979
DERIVADOS;Borra líquida;1975;4624839
DERIVADOS;Borra líquida;1976;3393173
DERIVADOS;Borra líquida;1977;0
DERIVADOS;Borra líquida;1978;0
DERIVADOS;Borra líquida;1979;0
DERIVADOS;Borra líquida;1980;0
DERIVADOS;Borra líquida;1981;3767852
DERIVADOS;Borra líquida;1982;0
DERIVADOS;Borra líquida;1983;0
DERIVADOS;Borra líquida;1984;0
DERIVADOS;Borra líquida;1985;5095798
DERIVADOS;Borra líquida;1986;6357648
DERIVADOS;Borra líquida;1987;5142446
DERIVADOS;Borra líquida;1988;1953488
DERIVADOS;Borra líquida;1989;2426804
DERIVADOS;Borra líquida;1990;1282381
DERIVADOS;Borra líquida;1991;1649130
DERIVADOS;Borra líquida;1992;1400200
DERIVADOS;Borra líquida;1993;0
DERIVADOS;Borra líquida;1994;0
DERIVADOS;Borra líquida;1995;0
DERIVADOS;Borra líquida;1996;0
DERIVADOS;Borra líquida;1997;0
DERIVADOS;Borra líquida;1998;0
DERIVADOS;Borra líquida;1999;0
DERIVADOS;Borra líquida;2000;9626928
DERIVADOS;Borra líquida;2001;8216162
DERIVADOS;Borra líquida;2002;8541861
DERIVADOS;Borra líquida;2003;3126172
DERIVADOS;Borra líquida;2004;1044490
DERIVADOS;Borra líquida;2005;526016
DERIVADOS;Borra líquida;2006;57333
DERIVADOS;Borra líquida;2007;2095873
DERIVADOS;Borra líquida;2008;1679775
DERIVADOS;Borra líquida;2009;0
DERIVADOS;Borra líquida;2010;64304
DERIVADOS;Borra líquida;2011;0
DERIVADOS;Borra líquida;2012;0
DERIVADOS;Borra líquida;2013;63111
DERIVADOS;Borra líquida;2014;50954
DERIVADOS;Borra líquida;2015;48833
DERIVADOS;Borra líquida;2016;24975
DERIVADOS;Borra líquida;2017;0
DERIVADOS;Borra líquida;2018;255100
DERIVADOS;Borra líquida;2019;901431
DERIVADOS;Borra líquida;2020;509378
DERIVADOS;Borra líquida;2021;116450
