Grupo;Produto;Ano;Valor
DERIVADOS;Borra seca;1970;0
DERIVADOS;Borra seca;1971;0
DERIVADOS;Borra seca;1972;0
DERIVADOS;Borra seca;1973;0
DERIVADOS;Borra seca;1974;0
DERIVADOS;Borra seca;1975;0
DERIVADOS;Borra seca;1976;0
DERIVADOS;Borra seca;1977;0
DERIVADOS;Borra seca;1978;0
DERIVADOS;Borra seca;1979;0
DERIVADOS;Borra seca;1980;0
DERIVADOS;Borra seca;1981;0
DERIVADOS;Borra seca;1982;0
DERIVADOS;Borra seca;1983;0
DERIVADOS;Borra seca;1984;0
DERIVADOS;Borra seca;1985;0
DERIVADOS;Borra seca;1986;0
DERIVADOS;Borra seca;1987;0
DERIVADOS;Borra seca;1988;0
DERIVADOS;Borra seca;1989;0
DERIVADOS;Borra seca;1990;0
DERIVADOS;Borra seca;1991;0
DERIVADOS;Borra seca;1992;0
DERIVADOS;Borra seca;1993;0
DERIVADOS;Borra seca;1994;0
DERIVADOS;Borra seca;1995;0
DERIVADOS;Borra seca;1996;0
DERIVADOS;Borra seca;1997;0
DERIVADOS;Borra seca;1998;0
DERIVADOS;Borra seca;1999;0
DERIVADOS;Borra seca;2000;0
DERIVADOS;Borra seca;2001;0
DERIVADOS;Borra seca;2002;0
DERIVADOS;Borra seca;2003;0
DERIVADOS;Borra seca;2004;0
DERIVADOS;Borra seca;2005;0
DERIVADOS;Borra seca;2006;0
DERIVADOS;Borra seca;2007;0
DERIVADOS;Borra seca;2008;0
DERIVADOS;Borra seca;2009;0
DERIVADOS;Borra seca;2010;149981
DERIVADOS;Borra seca;2011;0
DERIVADOS;Borra seca;2012;0
DERIVADOS;Borra seca;2013;78397
DERIVADOS;Borra seca;2014;142850
DERIVADOS;Borra seca;2015;120230
DERIVADOS;Borra seca;2016;82367
DERIVADOS;Borra seca;2017;0
DERIVADOS;Borra seca;2018;70480
DERIVADOS;Borra seca;2019;25996
DERIVADOS;Borra seca;2020;167587
DERIVADOS;Borra seca;2021;16789
DERIVADOS;Vinho Composto;1970;0
DERIVADOS;Vinho Composto;1971;0
DERIVADOS;Vinho Composto;1972;0
DERIVADOS;Vinho Composto;1973;0
DERIVADOS;Vinho Composto;1974;0
DERIVADOS;Vinho Composto;1975;0
DERIVADOS;Vinho Composto;1976;0
DERIVADOS;Vinho Composto;1977;0
DERIVADOS;Vinho Composto;1978;0
DERIVADOS;Vinho Composto;1979;0
DERIVADOS;Vinho Composto;1980;0
DERIVADOS;Vinho Composto;1981;0
DERIVADOS;Vinho Composto;1982;0
DERIVADOS;Vinho Composto;1983;0
DERIVADOS;Vinho Composto;1984;0
DERIVADOS;Vinho Composto;1985;0
DERIVADOS;Vinho Composto;1986;0
DERIVADOS;Vinho Composto;1987;0
DERIVADOS;Vinho Composto;1988;0
DERIVADOS;Vinho Composto;1989;0
DERIVADOS;Vinho Composto;1990;0
DERIVADOS;Vinho Composto;1991;0
DERIVADOS;Vinho Composto;1992;0
DERIVADOS;Vinho Composto;1993;0
DERIVADOS;Vinho Composto;1994;0
DERIVADOS;Vinho Composto;1995;0
DERIVADOS;Vinho Composto;1996;0
DERIVADOS;Vinho Composto;1997;0
DERIVADOS;Vinho Composto;1998;0
DERIVADOS;Vinho Composto;1999;0
DERIVADOS;Vinho Composto;2000;0
DERIVADOS;Vinho Composto;2001;0
DERIVADOS;Vinho Composto;2002;0
DERIVADOS;Vinho Composto;2003;0
DERIVADOS;Vinho Composto;2004;0
DERIVADOS;Vinho Composto;2005;0
DERIVADOS;Vinho Composto;2006;0
DERIVADOS;Vinho Composto;2007;0
DERIVADOS;Vinho Composto;2008;0
DERIVADOS;Vinho Composto;2009;0
DERIVADOS;Vinho Composto;2010;0
DERIVADOS;Vinho Composto;2011;0
DERIVADOS;Vinho Composto;2012;0
DERIVADOS;Vinho Composto;2013;0
DERIVADOS;Vinho Composto;2014;3000
DERIVADOS;Vinho Composto;2015;0
DERIVADOS;Vinho Composto;2016;0
DERIVADOS;Vinho Composto;2017;0
DERIVADOS;Vinho Composto;2018;0
DERIVADOS;Vinho Composto;2019;0
DERIVADOS;Vinho Composto;2020;0
DERIVADOS;Vinho Composto;2021;160000
DERIVADOS;Pisco;1970;0
DERIVADOS;Pisco;1971;0
DERIVADOS;Pisco;1972;0
DERIVADOS;Pisco;1973;0
DERIVADOS;Pisco;1974;0
DERIVADOS;Pisco;1975;0
DERIVADOS;Pisco;1976;0
DERIVADOS;Pisco;1977;0
DERIVADOS;Pisco;1978;0
DERIVADOS;Pisco;1979;0
DERIVADOS;Pisco;1980;0
DERIVADOS;Pisco;1981;0
DERIVADOS;Pisco;1982;0
DERIVADOS;Pisco;1983;0
DERIVADOS;Pisco;1984;0
DERIVADOS;Pisco;1985;0
DERIVADOS;Pisco;1986;0
DERIVADOS;Pisco;1987;0
DERIVADOS;Pisco;1988;0
DERIVADOS;Pisco;1989;0
DERIVADOS;Pisco;1990;0
DERIVADOS;Pisco;1991;0
DERIVADOS;Pisco;1992;0
DERIVADOS;Pisco;1993;0
DERIVADOS;Pisco;1994;0
DERIVADOS;Pisco;1995;0
DERIVADOS;Pisco;1996;0
DERIVADOS;Pisco;1997;0
DERIVADOS;Pisco;1998;0
DERIVADOS;Pisco;1999;0
DERIVADOS;Pisco;2000;0
DERIVADOS;Pisco;2001;0
DERIVADOS;Pisco;2002;0
DERIVADOS;Pisco;2003;0
DERIVADOS;Pisco;2004;0
DERIVADOS;Pisco;2005;0
DERIVADOS;Pisco;2006;0
DERIVADOS;Pisco;2007;0
DERIVADOS;Pisco;2008;0
DERIVADOS;Pisco;2009;0
DERIVADOS;Pisco;2010;0
DERIVADOS;Pisco;2011;0
DERIVADOS;Pisco;2012;0
DERIVADOS;Pisco;2013;0
DERIVADOS;Pisco;2014;0
DERIVADOS;Pisco;2015;0
DERIVADOS;Pisco;2016;0
DERIVADOS;Pisco;2017;0
DERIVADOS;Pisco;2018;0
DERIVADOS;Pisco;2019;3372
DERIVADOS;Pisco;2020;1000
DERIVADOS;Pisco;2021;0
DERIVADOS;Vinho orgânico;1970;0
DERIVADOS;Vinho orgânico;1971;0
DERIVADOS;Vinho orgânico;1972;0
DERIVADOS;Vinho orgânico;1973;0
DERIVADOS;Vinho orgânico;1974;0
DERIVADOS;Vinho orgânico;1975;0
DERIVADOS;Vinho orgânico;1976;0
DERIVADOS;Vinho orgânico;1977;0
DERIVADOS;Vinho orgânico;1978;0
DERIVADOS;Vinho orgânico;1979;0
DERIVADOS;Vinho orgânico;1980;0
DERIVADOS;Vinho orgânico;1981;0
DERIVADOS;Vinho orgânico;1982;0
DERIVADOS;Vinho orgânico;1983;0
DERIVADOS;Vinho orgânico;1984;0
DERIVADOS;Vinho orgânico;1985;254000
DERIVADOS;Vinho orgânico;1986;171147
DERIVADOS;Vinho orgânico;1987;219100
DERIVADOS;Vinho orgânico;1988;15000
DERIVADOS;Vinho orgânico;1989;85000
DERIVADOS;Vinho orgânico;1990;0
DERIVADOS;Vinho orgânico;1991;137000
DERIVADOS;Vinho orgânico;1992;0
DERIVADOS;Vinho orgânico;1993;0
DERIVADOS;Vinho orgânico;1994;4745442
DERIVADOS;Vinho orgânico;1995;2454500
DERIVADOS;Vinho orgânico;1996;351426
DERIVADOS;Vinho orgânico;1997;4997317
DERIVADOS;Vinho orgânico;1998;3265781
DERIVADOS;Vinho orgânico;1999;8592228
DERIVADOS;Vinho orgânico;2000;0
DERIVADOS;Vinho orgânico;2001;0
DERIVADOS;Vinho orgânico;2002;6705487
DERIVADOS;Vinho orgânico;2003;7584380
DERIVADOS;Vinho orgânico;2004;0
DERIVADOS;Vinho orgânico;2005;0
DERIVADOS;Vinho orgânico;2006;22933
DERIVADOS;Vinho orgânico;2007;307410
DERIVADOS;Vinho orgânico;2008;15000
DERIVADOS;Vinho orgânico;2009;0
DERIVADOS;Vinho orgânico;2010;0
DERIVADOS;Vinho orgânico;2011;5600
DERIVADOS;Vinho orgânico;2012;0
DERIVADOS;Vinho orgânico;2013;0
DERIVADOS;Vinho orgânico;2014;0
DERIVADOS;Vinho orgânico;2015;0
DERIVADOS;Vinho orgânico;2016;0
DERIVADOS;Vinho orgânico;2017;0
DERIVADOS;Vinho orgânico;2018;0
DERIVADOS;Vinho orgânico;2019;0
DERIVADOS;Vinho orgânico;2020;18700
DERIVADOS;Vinho orgânico;2021;93884
DERIVADOS;Espumante orgânico;1970;0
DERIVADOS;Espumante orgânico;1971;0
DERIVADOS;Espumante orgânico;1972;0
DERIVADOS;Espumante orgânico;1973;0
DERIVADOS;Espumante orgânico;1974;0
DERIVADOS;Espumante orgânico;1975;0
DERIVADOS;Espumante orgânico;1976;0
DERIVADOS;Espumante orgânico;1977;0
DERIVADOS;Espumante orgânico;1978;0
DERIVADOS;Espumante orgânico;1979;0
DERIVADOS;Espumante orgânico;1980;0
DERIVADOS;Espumante orgânico;1981;0
DERIVADOS;Espumante orgânico;1982;0
DERIVADOS;Espumante orgânico;1983;0
DERIVADOS;Espumante orgânico;1984;0
DERIVADOS;Espumante orgânico;1985;0
DERIVADOS;Espumante orgânico;1986;0
DERIVADOS;Espumante orgânico;1987;0
DERIVADOS;Espumante orgânico;1988;0
DERIVADOS;Espumante orgânico;1989;0
DERIVADOS;Espumante orgânico;1990;0
DERIVADOS;Espumante orgânico;1991;0
DERIVADOS;Espumante orgânico;1992;0
DERIVADOS;Espumante orgânico;1993;0
DERIVADOS;Espumante orgânico;1994;0
DERIVADOS;Espumante orgânico;1995;0
DERIVADOS;Espumante orgânico;1996;0
DERIVADOS;Espumante orgânico;1997;0
DERIVADOS;Espumante orgânico;1998;0
DERIVADOS;Espumante orgânico;1999;0
DERIVADOS;Espumante orgânico;2000;0
DERIVADOS;Espumante orgânico;2001;0
DERIVADOS;Espumante orgânico;2002;0
DERIVADOS;Espumante orgânico;2003;0
DERIVADOS;Espumante orgânico;2004;0
DERIVADOS;Espumante orgânico;2005;0
DERIVADOS;Espumante orgânico;2006;0
DERIVADOS;Espumante orgânico;2007;0
DERIVADOS;Espumante orgânico;2008;0
DERIVADOS;Espumante orgânico;2009;0
DERIVADOS;Espumante orgânico;2010;0
DERIVADOS;Espumante orgânico;2011;0
DERIVADOS;Espumante orgânico;2012;0
DERIVADOS;Espumante orgânico;2013;0
DERIVADOS;Espumante orgânico;2014;0
DERIVADOS;Espumante orgânico;2015;0
DERIVADOS;Espumante orgânico;2016;0
DERIVADOS;Espumante orgânico;2017;0
DERIVADOS;Espumante orgânico;2018;0
DERIVADOS;Espumante orgânico;2019;0
DERIVADOS;Espumante orgânico;2020;0
DERIVADOS;Espumante orgânico;2021;2412
DERIVADOS;Destilado alcoólico simples de bagaceira ;1970;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1971;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1972;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1973;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1974;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1975;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1976;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1977;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1978;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1979;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1980;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1981;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1982;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1983;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1984;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1985;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1986;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1987;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1988;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1989;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1990;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1991;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1992;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1993;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1994;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1995;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1996;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1997;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1998;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;1999;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2000;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2001;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2002;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2003;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2004;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2005;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2006;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2007;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2008;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2009;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2010;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2011;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2012;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2013;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2014;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2015;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2016;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2017;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2018;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2019;0
DERIVADOS;Destilado alcoólico simples de bagaceira ;2020;500
DERIVADOS;Destilado alcoólico simples de bagaceira ;2021;3000
DERIVADOS;Vinho acidificado ;1970;0
DERIVADOS;Vinho acidificado ;1971;0
DERIVADOS;Vinho acidificado ;1972;0
DERIVADOS;Vinho acidificado ;1973;0
DERIVADOS;Vinho acidificado ;1974;0
DERIVADOS;Vinho acidificado ;1975;0
DERIVADOS;Vinho acidificado ;1976;0
DERIVADOS;Vinho acidificado ;1977;0
DERIVADOS;Vinho acidificado ;1978;0
DERIVADOS;Vinho acidificado ;1979;0
DERIVADOS;Vinho acidificado ;1980;0
DERIVADOS;Vinho acidificado ;1981;0
DERIVADOS;Vinho acidificado ;1982;0
DERIVADOS;Vinho acidificado ;1983;0
DERIVADOS;Vinho acidificado ;1984;0
DERIVADOS;Vinho acidificado ;1985;0
DERIVADOS;Vinho acidificado ;1986;0
DERIVADOS;Vinho acidificado ;1987;0
DERIVADOS;Vinho acidificado ;1988;0
DERIVADOS;Vinho acidificado ;1989;0
DERIVADOS;Vinho acidificado ;1990;0
DERIVADOS;Vinho acidificado ;1991;0
DERIVADOS;Vinho acidificado ;1992;0
DERIVADOS;Vinho acidificado ;1993;0
DERIVADOS;Vinho acidificado ;1994;0
DERIVADOS;Vinho acidificado ;1995;0
DERIVADOS;Vinho acidificado ;1996;0
DERIVADOS;Vinho acidificado ;1997;0
DERIVADOS;Vinho acidificado ;1998;0
DERIVADOS;Vinho acidificado ;1999;0
DERIVADOS;Vinho acidificado ;2000;0
DERIVADOS;Vinho acidificado ;2001;0
DERIVADOS;Vinho acidificado ;2002;0
DERIVADOS;Vinho acidificado ;2003;0
DERIVADOS;Vinho acidificado ;2004;0
DERIVADOS;Vinho acidificado ;2005;0
DERIVADOS;Vinho acidificado ;2006;0
DERIVADOS;Vinho acidificado ;2007;0
DERIVADOS;Vinho acidificado ;2008;0
DERIVADOS;Vinho acidificado ;2009;0
DERIVADOS;Vinho acidificado ;2010;0
DERIVADOS;Vinho acidificado ;2011;0
DERIVADOS;Vinho acidificado ;2012;0
DERIVADOS;Vinho acidificado ;2013;0
DERIVADOS;Vinho acidificado ;2014;0
DERIVADOS;Vinho acidificado ;2015;0
DERIVADOS;Vinho acidificado ;2016;0
DERIVADOS;Vinho acidificado ;2017;0
DERIVADOS;Vinho acidificado ;2018;0
DERIVADOS;Vinho acidificado ;2019;0
DERIVADOS;Vinho acidificado ;2020;65000
DERIVADOS;Vinho acidificado ;2021;0
DERIVADOS;Mosto parcialmente fermentado ;1970;0
DERIVADOS;Mosto parcialmente fermentado ;1971;0
DERIVADOS;Mosto parcialmente fermentado ;1972;0
DERIVADOS;Mosto parcialmente fermentado ;1973;0
DERIVADOS;Mosto parcialmente fermentado ;1974;0
DERIVADOS;Mosto parcialmente fermentado ;1975;0
DERIVADOS;Mosto parcialmente fermentado ;1976;0
DERIVADOS;Mosto parcialmente fermentado ;1977;0
DERIVADOS;Mosto parcialmente fermentado ;1978;0
DERIVADOS;Mosto parcialmente fermentado ;1979;0
DERIVADOS;Mosto parcialmente fermentado ;1980;0
DERIVADOS;Mosto parcialmente fermentado ;1981;0
DERIVADOS;Mosto parcialmente fermentado ;1982;0
DERIVADOS;Mosto parcialmente fermentado ;1983;0
DERIVADOS;Mosto parcialmente fermentado ;1984;0
DERIVADOS;Mosto parcialmente fermentado ;1985;0
DERIVADOS;Mosto parcialmente fermentado ;1986;0
DERIVADOS;Mosto parcialmente fermentado ;1987;0
DERIVADOS;Mosto parcialmente fermentado ;1988;0
DERIVADOS;Mosto parcialmente fermentado ;1989;0
DERIVADOS;Mosto parcialmente fermentado ;1990;0
DERIVADOS;Mosto parcialmente fermentado ;1991;0
DERIVADOS;Mosto parcialmente fermentado ;1992;0
DERIVADOS;Mosto parcialmente fermentado ;1993;0
DERIVADOS;Mosto parcialmente fermentado ;1994;0
DERIVADOS;Mosto parcialmente fermentado ;1995;0
DERIVADOS;Mosto parcialmente fermentado ;1996;0
DERIVADOS;Mosto parcialmente fermentado ;1997;0
DERIVADOS;Mosto parcialmente fermentado ;1998;0
DERIVADOS;Mosto parcialmente fermentado ;1999;0
DERIVADOS;Mosto parcialmente fermentado ;2000;0
DERIVADOS;Mosto parcialmente fermentado ;2001;0
DERIVADOS;Mosto parcialmente fermentado ;2002;0
DERIVADOS;Mosto parcialmente fermentado ;2003;0
DERIVADOS;Mosto parcialmente fermentado ;2004;0
DERIVADOS;Mosto parcialmente fermentado ;2005;0
DERIVADOS;Mosto parcialmente fermentado ;2006;0
DERIVADOS;Mosto parcialmente fermentado ;2007;0
DERIVADOS;Mosto parcialmente fermentado ;2008;0
DERIVADOS;Mosto parcialmente fermentado ;2009;0
DERIVADOS;Mosto parcialmente fermentado ;2010;0
DERIVADOS;Mosto parcialmente fermentado ;2011;0
DERIVADOS;Mosto parcialmente fermentado ;2012;0
DERIVADOS;Mosto parcialmente fermentado ;2013;0
DERIVADOS;Mosto parcialmente fermentado ;2014;0
DERIVADOS;Mosto parcialmente fermentado ;2015;0
DERIVADOS;Mosto parcialmente fermentado ;2016;0
DERIVADOS;Mosto parcialmente fermentado ;2017;0
DERIVADOS;Mosto parcialmente fermentado ;2018;0
DERIVADOS;Mosto parcialmente fermentado ;2019;0
DERIVADOS;Mosto parcialmente fermentado ;2020;0
DERIVADOS;Mosto parcialmente fermentado ;2021;543510
DERIVADOS;Outros derivados;1970;0
DERIVADOS;Outros derivados;1971;0
DERIVADOS;Outros derivados;1972;0
DERIVADOS;Outros derivados;1973;0
DERIVADOS;Outros derivados;1974;0
DERIVADOS;Outros derivados;1975;0
DERIVADOS;Outros derivados;1976;0
DERIVADOS;Outros derivados;1977;0
DERIVADOS;Outros derivados;1978;0
DERIVADOS;Outros derivados;1979;0
DERIVADOS;Outros derivados;1980;0
DERIVADOS;Outros derivados;1981;0
DERIVADOS;Outros derivados;1982;0
DERIVADOS;Outros derivados;1983;0
DERIVADOS;Outros derivados;1984;0
DERIVADOS;Outros derivados;1985;0
DERIVADOS;Outros derivados;1986;0
DERIVADOS;Outros derivados;1987;0
DERIVADOS;Outros derivados;1988;0
DERIVADOS;Outros derivados;1989;0
DERIVADOS;Outros derivados;1990;0
DERIVADOS;Outros derivados;1991;0
DERIVADOS;Outros derivados;1992;0
DERIVADOS;Outros derivados;1993;0
DERIVADOS;Outros derivados;1994;0
DERIVADOS;Outros derivados;1995;0
DERIVADOS;Outros derivados;1996;0
DERIVADOS;Outros derivados;1997;0
DERIVADOS;Outros derivados;1998;0
DERIVADOS;Outros derivados;1999;0
DERIVADOS;Outros derivados;2000;0
DERIVADOS;Outros derivados;2001;0
DERIVADOS;Outros derivados;2002;0
DERIVADOS;Outros derivados;2003;0
DERIVADOS;Outros derivados;2004;0
DERIVADOS;Outros derivados;2005;0
DERIVADOS;Outros derivados;2006;0
DERIVADOS;Outros derivados;2007;0
DERIVADOS;Outros derivados;2008;0
DERIVADOS;Outros derivados;2009;0
DERIVADOS;Outros derivados;2010;0
DERIVADOS;Outros derivados;2011;0
DERIVADOS;Outros derivados;2012;0
DERIVADOS;Outros derivados;2013;0
DERIVADOS;Outros derivados;2014;0
DERIVADOS;Outros derivados;2015;0
DERIVADOS;Outros derivados;2016;0
DERIVADOS;Outros derivados;2017;0
DERIVADOS;Outros derivados;2018;0
DERIVADOS;Outros derivados;2019;0
DERIVADOS;Outros derivados;2020;0
DERIVADOS;Outros derivados;2021;322
